lat	lon	hit
		1.0
36.55983	-79.38878	1.0
		0.0
		1.0
38.06184	-76.33052	0.0
		1.0
		0.0
		1.0
44.94074	-116.08	1.0
49.90205	-119.43503	1.0
		1.0
43.32038	-77.72636	1.0
49.291	-123.14487	1.0
		0.0
		1.0
		0.0
		1.0
		1.0
		1.0
57.366	17.08061	1.0
		1.0
		1.0
		1.0
-24.16027	-46.74019	1.0
		1.0
		1.0
53.89974	-1.52401	1.0
		1.0
43.45354	-80.50695	1.0
42.97677	-0.06729	1.0
		1.0
		1.0
		1.0
42.22593	-87.93046	1.0
53.51204	-113.55503	1.0
		0.0
-17.3592	-56.77241	1.0
-24.4309	-60.36575	1.0
		0.0
		1.0
		0.0
		0.0
44.94345	-93.30062	1.0
28.12701	-97.86616	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
59.01065	17.84883	0.0
43.62391	5.2128	0.0
		0.0
		0.0
		1.0
		1.0
33.74686	-116.7146	0.0
		0.0
		0.0
31.40664	-110.31904	1.0
		1.0
45.01142	-92.46094	1.0
26.61699	-81.81225	1.0
30.41979	-83.15862	1.0
36.2822	-86.54068	1.0
47.38491	8.57437	1.0
67.25529	24.60903	0.0
67.98155	24.10774	0.0
		0.0
		1.0
		1.0
		0.0
36.97074	-75.92308	1.0
		1.0
54.14866	-0.16531	1.0
		1.0
33.63836	-117.61683	0.0
		0.0
		0.0
37.82681	-122.51777	1.0
		0.0
20.61411	-87.09158	1.0
26.4309	-82.05116	1.0
		1.0
33.45106	-111.94808	1.0
		1.0
41.94149	-121.51042	1.0
		1.0
		0.0
38.45245	-98.68212	1.0
40.61656	-73.82023	0.0
		1.0
		1.0
-12.55858	131.29452	0.0
35.66864	-118.30523	0.0
31.72556	-110.88015	1.0
33.55532	-101.86839	0.0
		0.0
35.43184	-94.357	0.0
30.12539	-95.68803	1.0
		1.0
		1.0
		1.0
		1.0
		1.0
		1.0
		0.0
		0.0
		1.0
32.74095	-114.48406	1.0
		0.0
33.50225	-111.95437	1.0
		0.0
31.3695	-110.26557	1.0
		1.0
		1.0
		1.0
		0.0
38.91361	-104.70195	0.0
38.91361	-104.70195	0.0
38.91361	-104.70195	0.0
38.91361	-104.70195	0.0
32.75403	-105.93036	1.0
		0.0
		0.0
		0.0
38.95939	-74.9306	0.0
46.62433	-123.94921	1.0
		1.0
		1.0
		0.0
		0.0
37.87126	-122.30658	1.0
34.15226	-118.6938	1.0
		0.0
		0.0
		1.0
		1.0
		0.0
		1.0
33.97055	-117.31986	1.0
		0.0
		0.0
		0.0
		1.0
43.08769	-76.76834	1.0
43.67377	-87.71724	0.0
		1.0
35.13114	-117.94437	1.0
-15.78945	-48.059	0.0
		0.0
		1.0
		0.0
		0.0
30.59137	-103.88552	1.0
		1.0
		0.0
		0.0
47.07727	-122.71171	1.0
		1.0
		1.0
33.79714	-85.00925	1.0
		1.0
		1.0
		0.0
42.05066	-73.33522	0.0
38.97376	-77.21573	1.0
		0.0
		0.0
42.05066	-73.33522	0.0
49.01432	-122.64012	1.0
49.01774	-122.65306	1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		0.0
		0.0
		0.0
		0.0
39.53933	-76.63829	1.0
		0.0
		0.0
42.10707	-87.7661	0.0
		0.0
		0.0
		0.0
45.06584	-93.31253	0.0
8.91347	-82.76357	1.0
42.17876	-87.91317	0.0
13.86175	-89.67281	0.0
42.21334	-87.80332	1.0
		0.0
		1.0
26.19981	-97.34196	1.0
		0.0
		1.0
50.2611	-117.78253	1.0
47.38796	-122.25988	1.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		1.0
38.24603	-122.14134	1.0
		0.0
		0.0
		1.0
43.87949	-73.73052	1.0
35.8407	-78.71107	1.0
		1.0
		1.0
37.22008	-80.42446	1.0
37.2916	-80.07071	1.0
37.2916	-80.07045	1.0
		1.0
38.93822	-120.00771	0.0
		0.0
33.94336	-83.75977	0.0
		0.0
		0.0
		0.0
60.72157	-135.03845	0.0
		0.0
		0.0
		0.0
29.56569	-94.3959	0.0
		0.0
36.42349	-87.60532	0.0
		0.0
4.65411	-74.10278	0.0
		0.0
		0.0
		0.0
		0.0
49.01716	-122.65293	0.0
36.28421	-121.85788	1.0
		0.0
37.55487	-122.09048	0.0
49.49489	-79.13864	0.0
		0.0
		0.0
		0.0
13.85958	-89.67333	0.0
49.90607	-119.42765	0.0
49.90607	-119.42765	0.0
33.46407	-117.70859	0.0
33.53039	-117.71071	0.0
33.46407	-117.70859	0.0
48.13402	-69.26022	0.0
		0.0
		0.0
13.88141	-89.6553	0.0
		0.0
		0.0
33.51526	-111.67997	0.0
34.27608	-110.06756	0.0
		0.0
39.60556	-105.96159	0.0
		0.0
49.09549	-122.04573	0.0
33.55288	-117.71464	0.0
33.55273	-117.71529	0.0
29.42823	-99.75509	0.0
		0.0
39.08464	-76.73607	0.0
39.27806	-84.75246	0.0
		0.0
42.33896	-88.10432	0.0
		0.0
		0.0
		0.0
		0.0
33.95489	-111.85198	0.0
		0.0
		1.0
		1.0
		1.0
		1.0
		1.0
5.04372	-75.44584	0.0
		1.0
		0.0
		1.0
		0.0
29.91626	-95.85348	1.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
33.38097	-84.55852	1.0
		1.0
		1.0
		0.0
5.9844	-54.91131	0.0
29.30137	-103.39268	0.0
		0.0
		0.0
10.72639	-61.30663	1.0
		1.0
		1.0
		1.0
26.09699	-98.2605	0.0
		0.0
		0.0
		0.0
24.5469	-81.80912	1.0
18.23362	-67.12176	0.0
		0.0
		0.0
		0.0
16.7046	-95.71838	1.0
10.54891	-85.71808	1.0
		0.0
12.64084	-87.15351	1.0
		1.0
		0.0
		1.0
		1.0
		1.0
21.82613	-79.99128	0.0
42.03904	-70.06289	1.0
-17.74738	-63.14255	0.0
39.0197	-122.81203	0.0
		1.0
		0.0
33.60463	-101.82951	1.0
42.78643	-70.9534	0.0
		0.0
29.27345	-108.12401	0.0
		0.0
29.48862	-99.70642	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
42.4153	-87.81118	0.0
		0.0
43.57529	-96.60107	0.0
41.62872	-83.19339	0.0
40.66223	-73.96668	0.0
		1.0
13.85958	-89.67333	0.0
		0.0
		0.0
		1.0
33.54581	-117.72331	0.0
49.19794	-122.60279	0.0
		0.0
		0.0
29.54975	-108.16214	0.0
30.12539	-95.68803	0.0
		1.0
		0.0
		1.0
		0.0
41.6282	-83.19275	1.0
		1.0
		0.0
		1.0
		0.0
33.90625	-111.40926	0.0
33.27951	-111.15943	0.0
42.09722	-76.87632	1.0
		1.0
		1.0
13.86175	-89.67281	0.0
		1.0
		0.0
		0.0
		1.0
39.28317	-75.47309	1.0
26.13753	-97.17634	1.0
		0.0
		0.0
35.32188	-120.84575	1.0
		1.0
		1.0
		1.0
		1.0
		0.0
		1.0
33.62818	-101.8393	1.0
28.70084	-81.2383	0.0
46.86146	-71.2697	0.0
		1.0
		0.0
		1.0
		1.0
		0.0
		0.0
		1.0
		0.0
		0.0
		0.0
		0.0
		0.0
49.46489	-120.49633	0.0
		1.0
		0.0
		0.0
		1.0
		1.0
		1.0
		0.0
		0.0
		0.0
33.00892	-117.27629	0.0
		0.0
		0.0
		1.0
32.44623	-110.75883	0.0
35.33694	-118.10307	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
42.2021	-76.85979	1.0
		0.0
		0.0
		0.0
		0.0
		0.0
44.25112	-83.4527	0.0
33.05648	-16.33405	0.0
		1.0
		1.0
		0.0
		0.0
		0.0
		0.0
34.43417	-103.79923	0.0
		0.0
		1.0
		0.0
		1.0
29.23466	-89.99957	0.0
39.21473	-76.91679	0.0
		0.0
		1.0
		1.0
		0.0
		0.0
50.34853	-4.45049	0.0
		0.0
		0.0
		0.0
		0.0
		0.0
		0.0
